,0
Polyplectropus,1
Polypleurus,2
Polyploca,1
Polypoetes,2
Polypogon,12
Polyporivora,2
Polyporus,1
Polypsocus,20
Polyptychus,7
Polyrhachis,44
Polyrhaphis,2
Polysarcus,10
Polystepha,10
Polystichum,2
Polystoechotes,4
Polytaenia,2
Polytela,17
Polytelis,1
Polytelodes,1
Polythlipta,7
Polythore,10
Polythrix,51
Polythysana,1
Polytocus,7
Polytoxus,13
Polytremis,17
Polyura,61
Polyzosteria,4
Pomacentrus,3
Pomaderris,2
Pomasia,2
Pompeius,314
Pompelon,10
Pompiliodes,2
Pompilus,2
Ponana,50
Ponera,19
Poneridia,5
Ponometia,708
Pontania,264
Pontederia,5
Pontia,1567
Pontomalota,2
Ponyalis,1
Poophilus,2
Popa,1
Popillia,1331
Poppea,1
Poppiocapsidea,1
Populus,25
Porela,20
Porismus,5
Poritia,4
Poropeza,2
Porophyllum,1
Porpacithemis,3
Porpax,3
Porrhothele,1
Porrostoma,51
Porsica,1
Portentomorpha,7
Portulaca,6
Portulacaria,1
Posttaygetis,2
Potamanthus,1
Potamarcha,31
Potamia,1
Potanthus,88
Potentilla,6
Potosia,3
Povolnya,9
Prabhasa,3
Praepedaliodes,1
Prairiana,2
Prasinocyma,63
Prasocuris,6
Pratapa,1
Praxis,17
Prays,21
Precis,86
Prenesta,3
Prenolepis,219
Prepiella,1
Prepona,10
Prepops,23
Presbistus,1
Prescottia,8
Prestonia,9
Priacma,2
Primula,1
Prinobius,2
Priobium,15
Priocera,4
Priocnemis,42
Priognathus,2
Prionacalus,1
Prionapteryx,6
Prioneris,11
Prionocera,1
Prionocris,3
Prionocyphon,14
Prionolabis,4
Prionolopha,4
Prionomelia,9
Prionomma,1
Prionoplus,132
Prionosoma,1
Prionosthenus,1
Prionotheca,6
Prionotropis,2
Prionoxystus,192
Prionus,260
Prionychus,3
Prionyx,33
Priophorus,2
Priotyrranus,2
Prismognathus,2
Prismosticta,6
Prisopus,3
Pristaulacus,5
Pristerognatha,9
Pristhesancus,26
Pristimantis,2
Pristiphora,9
Pristoceuthophilus,27
Pristoderus,34
Pristomyrmex,8
Pristonotus,1
Pritchardomyia,4
Proagonistes,1
Proagosternus,1
Proanoplomus,1
Proarna,1
Proatelurina,1
Proba,3
Probaryconus,2
Probaticus,1
Probergrothius,20
Problema,24
Problepsis,74
Probole,256
Procalypta,1
Procecidochares,2
Procecidocharoides,1
Proceratium,1
Prochoerodes,593
Prochoreutis,21
Prochyliza,4
Prociphilus,64
Procitheronia,1
Procladius,6
Procloeon,1
Procordulia,36
Procoronis,1
Procraerus,1
Procryptocerus,1
Proctacanthella,7
Proctacanthus,39
Proctolabus,23
Proculus,1
Prodasineura,45
Prodiplosis,3
Proditrix,2
Prodontria,4
Prodoxus,33
Profenusa,1
Progomphus,286
Progonia,32
Progonica,2
Proischnura,1
Prokelisia,1
Prolasius,12
Prolepsis,22
Prolimacodes,165
Prolita,14
Prolixocupes,2
Prolophota,19
Promachus,422
Promalactis,125
Promeces,3
Promecoderus,1
Promecognathus,15
Prometopia,14
Pronocera,2
Pronola,1
Pronophila,2
Pronotacantha,2
Proodema,2
Prooedema,2
Properigea,17
Prophantis,7
Proplatycnemis,13
Propsocus,6
Propylaea,4
Propylea,265
Prorella,4
Prorifrons,3
Proroblemma,2
Prorocorypha,1
Prorodes,1
Prosapia,510
Prosaris,1
Proscissio,1
Prosena,1
Proserpinus,58
Prosevania,1
Prosimulium,2
Prosochaeta,2
Prosopandrophila,3
Prosopeus,1
Prosopis,1
Prosoplus,1
Prosopocera,3
Prosopocoilus,20
Prosotas,46
Prostemma,1
Prostephanus,4
Prosternon,13
Protaetia,145
Protalebrella,7
Protambulyx,45
Protandrena,1
Protaphis,1
Protapion,2
Protarchanara,1
Proteides,27
Proteinus,2
Protenor,12
Proteoteras,128
Proternia,6
Protesilaus,6
Proteuxoa,168
Prothalpia,7
Prothelymna,1
Prothemus,2
Prothoe,1
Prothrinax,2
Prothymidia,1
Prothysana,11
Protichneumon,4
Protitame,35
Protoboarmia,270
Protocalliphora,1
Protodejeania,1
Protodeltote,424
Protogoniomorpha,40
Protographium,46
Protogygia,2
Protohermes,4
Protolampra,23
Protolestes,1
Protomiltogramma,1
Protomyctophum,2
Protoneura,47
Protonoceras,11
Protoperigea,1
Protopulvinaria,7
Protorthemis,1
Protorthodes,129
Protoschinia,2
Protosticta,6
Protouliocnemis,1
Protoxaea,1
Protuliocnemis,13
Proutia,1
Proutista,2
Proxenus,36
Proxylocoris,1
Proxys,107
Prumnacris,6
Prunella,7
Prunus,62
Pryeria,11
Psacadonotus,1
Psacothea,1
Psaironeura,3
Psalidognathus,3
Psaliodes,8
Psalis,1
Psallus,5
Psaltoda,36
Psamathia,3
Psamatodes,261
Psammobotys,3
Psammodes,2
Psammodius,1
Psammoecus,4
Psammopolia,11
Psammotettix,10
Psapharochrus,14
Psaphida,209
Psaphis,1
Psara,32
Psaroxantha,11
Psecadius,1
Psectra,9
Psectraglaea,1
Psectrotanypus,15
Psectrotarsia,7
Pselactus,2
Pselaphacus,1
Pselaphelia,3
Pselaphophus,3
Pselliophora,3
Pselliopus,133
Pselnophorus,15
Psen,1
Psenocerus,5
Psephactus,1
Psephenus,15
Psepholax,4
Pseudacontia,2
Pseudacraea,6
Pseudacris,1
Pseudacroclita,2
Pseudacteon,2
Pseudagolius,1
Pseudagrion,227
Pseudaletia,1
Pseudalosterna,1
Pseudalypia,2
Pseudanapaea,15
Pseudanarta,15
Pseudanostirus,19
Pseudanthracia,1
Pseudaphelia,3
Pseudaphronella,4
Pseudapines,1
Pseudapion,3
Pseudapis,1
Pseudargyria,18
Pseudargyrotoza,10
Pseudasellodes,2
Pseudasopia,35
Pseudatomoscelis,7
Pseudatteria,1
Pseudaugochlora,6
Pseudaulacaspis,4
Pseudautomeris,1
Pseuderannis,1
Pseudergolis,7
Pseuderythrolophus,1
Pseudeuchlora,12
Pseudeuchromia,4
Pseudeustrotia,362
Pseudeva,11
Pseudexentera,154
Pseudhapigia,2
Pseudlepista,1
Pseudoblabes,8
Pseudoborbo,2
Pseudobryomima,5
Pseudobunaea,5
Pseudocaecilius,1
Pseudocanthon,5
Pseudocatharylla,5
Pseudochazara,2
Pseudochelaria,45
Pseudochorthippus,32
Pseudochremylus,9
Pseudocistela,4
Pseudoclanis,1
Pseudocleonus,6
Pseudocneorhinus,21
Pseudococcus,26
Pseudococcyx,1
Pseudocoladenia,21
Pseudocollix,7
Pseudocoremia,107
Pseudocotalpa,2
Pseudocreobotra,6
Pseudocyclodinus,6
Pseudodavara,1
Pseudodebis,1
Pseudoderopeltis,1
Pseudodirphia,6
Pseudodoros,26
Pseudodynerus,17
Pseudoeconesus,1
Pseudoedophrys,5
Pseudoexeirarthra,4
Pseudogalleria,3
Pseudogaurotina,8
Pseudognaphalium,7
Pseudogyrtona,1
Pseudohaetera,3
Pseudohedya,1
Pseudohemihyalea,109
Pseudohermonassa,114
Pseudoips,21
Pseudojana,1
Pseudoleon,242
Pseudolestes,1
Pseudoloxops,1
Pseudolucanus,12
Pseudoluperus,3
Pseudolycaena,54
Pseudolyciella,3
Pseudolynchia,5
Pseudomalus,9
Pseudomantis,10
Pseudomasaris,14
Pseudomastax,1
Pseudomethoca,26
Pseudomicronia,1
Pseudomictis,2
Pseudomiza,1
Pseudomogoplistes,1
Pseudomops,161
Pseudomorphacris,1
Pseudomyllocerus,2
Pseudomyrmex,156
Pseudonacaduba,9
Pseudonadagara,18
Pseudoneoponera,1
Pseudoneptis,4
Pseudonomoneura,3
Pseudonoorda,4
Pseudonympha,1
Pseudopachybrachius,14
Pseudopamera,43
Pseudopanax,6
Pseudopanthea,1
Pseudopanthera,74
Pseudopantilius,1
Pseudopanurgus,2
Pseudoparatettix,1
Pseudoperapion,3
Pseudophasma,10
Pseudophengodes,10
Pseudophilotes,42
Pseudophisma,1
Pseudophoraspis,3
Pseudophyllanax,1
Pseudophyllus,1
Pseudopieris,2
Pseudopityophthorus,1
Pseudoplisus,1
Pseudoplusia,5
Pseudopodisma,1
Pseudopomala,8
Pseudopomyza,1
Pseudopontia,1
Pseudopostega,9
Pseudoproscopia,1
Pseudopsallus,11
Pseudopyrausta,17
Pseudoradiarctia,1
Pseudorgyia,3
Pseudorhynchus,1
Pseudorthodes,59
Pseudorupilia,1
Pseudoscada,1
Pseudoscaeva,5
Pseudoscelolabes,1
Pseudoschinia,15
Pseudosciaphila,24
Pseudosermyle,79
Pseudosieversia,1
Pseudosiobla,3
Pseudosphetta,5
Pseudosphex,7
Pseudosphinx,180
Pseudospinolia,1
Pseudostigma,6
Pseudostrangalia,3
Pseudoswammerdamia,1
Pseudotajuria,1
Pseudotelphusa,41
Pseudotephritina,1
Pseudotephritis,5
Pseudoterinaea,2
Pseudoterpna,8
Pseudotetralobus,1
Pseudothalera,7
Pseudothemis,20
Pseudotheta,2
Pseudothyatira,132
Pseudothyris,25
Pseudotorynorrhina,9
Pseudotsuga,1
Pseudovadonia,19
Pseudovates,4
Pseudoxenetus,26
Pseudoxya,1
Pseudoxycheila,14
Pseudoyersinia,1
Pseudozarba,3
Pseudozizeeria,115
Psidium,1
Psilalcis,42
Psilochorema,1
Psilocnaeia,2
Psilocorsis,144
Psilocurus,5
Psilogaster,11
Psilogramma,81
Psilonyx,1
Psilopa,8
Psilopleura,10
Psilosticha,13
Psilostrophe,2
Psilota,5
Psilotettix,1
Psilothrix,17
Psilotreta,1
Psimada,18
Psinidia,23
Psoa,3
Psocus,4
Psodos,3
Psolodesmus,1
Psoloessa,63
Psoloptera,1
Psolos,3
Psophus,17
Psoralea,1
Psoricoptera,1
Psorophora,80
Psorosa,2
Psorosticha,1
Psorthaspis,9
Psyche,112
Psychocampa,1
Psychoda,12
Psychodocha,1
Psychoglypha,4
Psychoides,1
Psychomorpha,151
Psychonoctua,1
Psychonotis,7
Psychophasma,1
Psychopsis,3
Psychostrophia,6
Psychotria,1
Psydrocercops,1
Psylla,31
Psyllaephagus,23
Psylliodes,6
Psyllobora,429
Psyllopsis,16
Psyra,2
Psyrassa,14
Ptecticus,45
Ptelea,8
Pteleon,2
Ptenidium,20
Pteraeolidia,2
Pterallastes,2
Pterapherapteryx,5
Pternoscirta,1
Pterocallis,1
Pterocarpus,1
Pterocheilus,1
Pterocolus,2
Pterocomma,2
Pterocyclophora,2
Pterodecta,2
Pterodictya,9
Pterodontia,1
Pterogonia,5
Pterolepis,1
Pterolocera,1
Pterolonche,2
Pterolophia,2
Pteromalus,8
Pteronarcys,65
Pteronemobius,5
Pteronymia,18
Pterophorus,91
Pterophylla,248
Pteroptrix,6
Pteroptyx,1
Pterospoda,10
Pterostichus,145
Pterostoma,30
Pterotaea,29
Pteroteinon,1
Pterothysanus,1
Pterotus,13
Pterourus,69
Pteroxanium,8
Pterygophorus,5
Pthirus,1
Ptichodis,56
Ptilimnium,1
Ptilinus,2
Ptiliodes,4
Ptilodactyla,2
Ptilodon,25
Ptiloglossa,2
Ptilomera,5
Ptilosphen,1
Ptilostomis,1
Ptilothrix,19
Ptinella,38
Ptinomorphus,1
Ptinosoma,2
Ptinus,18
Ptisciana,1
Ptocheuusa,2
Ptochidius,2
Ptochiomera,5
Ptochostola,5
Ptomaphagus,1
Ptomaphila,14
Ptosima,20
Ptychamalia,2
Ptychandra,3
Ptychoderes,2
Ptychodes,7
Ptychoglene,14
Ptycholoma,10
Ptychopseustis,4
Ptychoptera,9
Ptychotis,1
Ptycta,1
Ptyelinellus,2
Ptyelus,1
Ptyngidricerus,2
Ptyomaxia,7
Ptyonota,1
Ptyoptila,32
Pubitelphusa,34
Publilia,36
Pueraria,1
Pulex,1
Pulicaria,1
Pullimosina,1
Pulvinaria,16
Pulvinariella,1
Punica,3
Punicealis,14
Purana,3
Purpuricenus,21
Purshia,2
Purshivora,1
Pusiola,1
Puya,1
Pycanum,10
Pycna,1
Pycnanthemum,29
Pycnarmon,21
Pycnocentria,3
Pycnocentrodes,8
Pycnocera,4
Pycnocerus,3
Pycnocoris,3
Pycnogaster,3
Pycnomerus,1
Pycnopalpa,3
Pycnophallium,1
Pycnopsyche,7
Pycnoscelus,104
Pycnozancla,9
Pygarctia,43
Pygmodeon,1
Pygoctenucha,1
Pygolampis,12
Pygophora,15
Pygopleurus,3
Pygora,1
Pygospila,40
Pyla,3
Pylaemenes,10
Pylargosceles,3
Pyloetis,4
Pylorgus,3
Pyracantha,1
Pyractomena,28
Pyralis,290
Pyramidobela,1
Pyrausta,1703
Pyreferra,22
Pyrellia,1
Pyrestes,1
Pyrgocorypha,14
Pyrgodera,1
Pyrgomorpha,16
Pyrgota,68
Pyrgotella,2
Pyrgotis,9
Pyrgus,2285
Pyrilla,2
Pyrinia,2
Pyrinioides,10
Pyripnoa,1
Pyrisitia,1334
Pyrochroa,107
Pyrocoelia,17
Pyroderces,51
Pyrodes,1
Pyromorpha,118
Pyroneura,12
Pyronia,278
Pyronota,38
Pyrophorus,21
Pyrops,20
Pyropteron,25
Pyropterus,1
Pyropyga,24
Pyrota,81
Pyrrhalta,55
Pyrrharctia,1437
Pyrrhia,35
Pyrrhidium,2
Pyrrhocalles,4
Pyrrhochalcia,7
Pyrrhocoris,472
Pyrrhogyra,73
Pyrrhopappus,1
Pyrrhopoda,1
Pyrrhopyge,23
Pyrrhosoma,170
Pyrrosia,3
Pyrus,1
Pytho,3
Pythonides,2
Pyticeroides,1
Quadrastichus,1
Quadrina,3
Quadrus,17
Quamoclit,1
Quasimellana,38
Quasinarosa,3
Quasisalebria,7
Quasithosea,10
Quedara,4
Quediocafius,1
Quedius,14
Quentalia,24
Quercus,94
Quercusia,5
Quernaspis,2
Quesada,42
Quincula,1
Quinta,5
Quiscalus,1
Quisqualis,1
Rabdophaga,199
Racasta,1
Rachana,2
Rachia,1
Rachicerus,3
Rachiplusia,106
Racotis,7
Radara,1
Radhica,4
Radumeris,9
Rafaelia,4
Ragadia,5
Ragana,1
Ragliodes,1
Raglius,7
Raiboscelis,4
Rainacalles,1
Rainieria,94
Raivuna,7
Rajendra,4
Ramadasa,13
Ramosiana,8
Ramphia,3
Ramulus,7
Rana,1
Ranatra,92
Raniliella,2
Ranunculus,14
Ranzovius,1
Rapala,101
Raparna,1
Raphanus,32
Raphia,176
Raphiptera,8
Raphismia,5
Rapistrum,4
Raptrix,1
Rasahus,103
Rathinda,9
Ratibida,4
Ravanoa,1
Rayieria,1
Recchia,1
Recilia,1
Recoropha,5
Rectiostoma,5
Recurvaria,10
Recurvirostra,1
Redectis,58
Reduvius,69
Reesa,1
Rehimena,14
Reineria,1
Reisserita,2
Rejectaria,3
Rekoa,84
Rema,36
Remartinia,18
Remaudiereana,4
Remelana,16
Remella,23
Remigia,1
Rena,1
Renia,488
Renodes,1
Rentinus,2
Rentonium,2
Repipta,70
Repsimus,3
Reptalus,2
Resapamea,18
Resseliella,1
Retama,1
Reticulitermes,150
Retina,20
Retinia,56
Reuterista,1
Reuteroscopus,30
Reynosa,1
Rhabdatomis,1
Rhabdepyris,2
Rhabdoblatta,1
Rhabdochaeta,2
Rhabdodryas,7
Rhabdomiris,9
Rhabdophaga,41
Rhabdopterus,1
Rhabdorrhynchus,1
Rhabdoscelus,1
Rhabdotis,6
Rhachocnemis,4
Rhacocleis,3
Rhacognathus,1
Rhadine,1
Rhadinoceraea,1
Rhadinoloba,1
Rhadinomphax,1
Rhadinosomus,6
Rhadinosticta,4
Rhagades,3
Rhagastis,6
Rhagio,118
Rhagium,75
Rhagoletis,43
Rhagonycha,321
Rhagovelia,1
Rhammatocerus,5
Rhamnus,1
Rhamnusium,1
Rhamphocoris,2
Rhamphomyia,23
Rhamphura,1
Rhamphus,1
Rhanidea,1
Rhanidophora,2
Rhantus,23
Rhaphigaster,78
Rhaphiolepis,2
Rhaphiomidas,10
Rhaphium,2
Rhapsa,67
Rhathymoscelis,5
Rhaxonycha,8
Rhectocraspeda,5
Rhesala,10
Rhesalides,1
Rhescyntis,3
Rhetus,74
Rheum,1
Rheumaptera,231
Rheumatobates,2
Rhicnobelus,4
Rhicnoderma,1
Rhicnogryllus,3
Rhiginia,28
Rhigognostis,5
Rhigopsis,6
Rhimphalea,9
Rhimphaliodes,10
Rhinacloa,27
Rhinagrion,8
Rhinanthus,1
Rhinaria,2
Rhingia,23
Rhinocola,1
Rhinocoris,2
Rhinocylapus,1
Rhinocyllus,43
Rhinocypha,56
Rhinoncomimus,9
Rhinoncus,5
Rhinopalpa,4
Rhinophthalmus,1
Rhinoplatia,3
Rhinorhynchus,10
Rhinostomus,34
Rhinotia,4
Rhinthon,3
Rhinusa,15
Rhionaeschna,1036
Rhipha,1
Rhipicera,4
Rhipidandrus,1
Rhipidia,3
Rhipidolestes,1
Rhipiphorus,1
Rhithrogena,3
Rhizedra,7
Rhizoglyphus,1
Rhizophagus,6
Rhobonda,1
Rhodanthidium,10
Rhodesia,1
Rhodinia,1
Rhodirphia,4
Rhodischnura,2
Rhodobaenus,123
Rhodocantha,1
Rhodochlaena,1
Rhodochlora,3
Rhododendron,5
Rhodogastria,1
Rhodometra,47
Rhodoneura,6
Rhodophaea,1
Rhodophthitus,2
Rhodopsalta,3
Rhodopteriana,1
Rhodopygia,15
Rhodostrophia,18
Rhodothemis,30
Rhogogaster,8
Rhombodera,1
Rhombophylla,4
Rhomborhina,2
Rhomborista,4
Rhopaea,4
Rhopalapion,25
Rhopalimorpha,7
Rhopalomyia,300
Rhopalophora,17
Rhopalosiphum,23
Rhopalosoma,3
Rhopalostylis,1
Rhopalum,7
Rhopalus,26
Rhopobota,42
Rhoptria,5
Rhuma,14
Rhus,18
Rhyacia,1
Rhyacionia,96
Rhyacophila,7
Rhyephenes,4
Rhynchacris,1
Rhynchalastor,1
Rhynchanthrax,1
Rhynchina,1
Rhynchites,3
Rhynchium,19
Rhynchodes,6
Rhynchomitra,43
Rhynchophorus,90
Rhynchosia,1
Rhyncodes,7
Rhynocoris,88
Rhyothemis,164
Rhyparia,3
Rhyparochromus,21
Rhyparus,2
Rhypodes,8
Rhypotoses,3
Rhyssa,21
Rhyssella,3
Rhyssomatus,36
Rhyssonotus,7
Rhytideres,1
Rhytidodera,7
Rhytidodus,8
Rhytidophloeus,1
Rhytidoponera,30
Rhytiphora,2
Rhytisternus,1
Rhyzobius,61
Rhyzopertha,7
Rialla,1
Ribautiana,8
Ribes,13
Ricania,63
Ricanula,9
Ricinus,1
Ricolla,1
Ricotia,1
Rifargia,4
Rifseria,8
Rimadarmistus,1
Rindgea,107
Riodina,18
Ripiphorus,1
Ripipteryx,4
Riptortus,44
Risoba,4
Rivellia,27
Rivetina,1
Rivula,351
Robinia,3
Robinsonia,6
Rocconota,20
Rodolia,59
Roeseliana,9
Rohana,16
Rolandylis,10
Romalea,550
Romna,20
Romulea,1
Rondaniola,1
Ronderosia,6
Rondibilis,1
Rondotia,1
Ronisia,3
Ropalidia,51
Ropalopus,10
Ropica,3
Rorippa,1
Rosa,15
Rosalia,86
Rosama,1
Rosema,21
Rosmarinus,17
Rostrolaetilia,3
Rothschildia,129
Ruacodes,1
Rubiconia,1
Rubrica,1
Rubroserrata,2
Rubus,56
Rudbeckia,40
Rudenia,11
Ruellia,3
Rufoclanis,4
Rugilus,16
Rugosana,41
Rumatha,1
Rumex,11
Rumina,1
Rupela,3
Ruscus,1
Rusicada,8
Rusina,16
Ruspolia,37
Russelia,1
Russula,3
Rusticoclytus,6
Ruta,11
Rutela,4
Rutilia,1
Rutilus,10
Rutpela,105
Ruttellerona,16
Ruttenstorferia,2
Rybaxis,1
Rygmodus,1
Ryssonotus,1
Rytinotus,6
Sabalia,1
Sabatinca,5
Sabera,1
Sabethes,1
Sabra,3
Sabulodes,244
Sacada,2
Saccharosydne,2
Sacodes,21
Safia,2
Saga,55
Sagenosoma,2
Sagephora,2
Sagittaria,2
Sagola,182
Sagotylus,51
Sagra,9
Saigona,1
Saissetia,14
Salamis,4
Salatis,1
Salbia,7
Saldula,11
Salebriaria,65
Salentia,2
Saletara,1
Saliana,6
Salicarus,1
Saliunca,2
Salius,1
Salix,74
Salltius,1
Sallya,1
Salma,30
Salobrena,13
Salpianthus,1
Salpingus,3
Salpinia,1
Salsola,1
Saltella,3
Salurnis,1
Salvadora,2
Salvia,90
Salyavata,2
Sambucus,9
Samea,374
Sameodes,75
Samia,52
Sanaa,4
Sanctanus,5
Sandalus,27
Sandava,21
Sanfilippodytes,1
Sangaris,1
Sanguinaria,1
Sanguisorba,5
Santolina,1
Sanys,2
Saperda,140
Saphanus,1
Sapho,4
Saphobius,3
Sapindus,1
Sapintus,7
Saponaria,3
Saprinus,1
Sapromyza,30
Sapromyzosoma,2
Saprosites,4
Saptha,15
Sapyga,6
Sapygina,1
Sarangesa,27
Sarasaeschna,1
Sarbanissa,15
Sarcinodes,3
Sarcodes,1
Sarcophaga,178
Sarcotachina,1
Sardinella,1
Sargon,1
Sargus,16
Saribia,10
Sarisa,11
Sarisophora,16
Saroba,22
Sarobela,5
Sarobides,20
Saropogon,58
Sarosesthes,13
Sarota,10
Sarpedon,1
Sarsina,3
Sartallus,1
Sarucallis,3
Sasa,4
Sasakia,1
Sassafras,8
Sastragala,3
Sastrapada,14
Sasunaga,4
Satapa,1
Satarupa,1
Sataspes,5
Sathrophyllia,2
Satole,6
Satronia,14
Saturnia,179
Saturnus,1
Satyramoeba,1
Satyrium,1403
Satyrodes,89
Satyrotaygetis,7
Satyrus,52
Saucrobotys,78
Sauris,23
Saurita,6
Sauritinia,1
Savara,2
Savius,21
Saxinis,25
Sayornis,2
Scabiosa,4
Scadra,7
Scaeva,111
Scaevola,1
Scalmicauda,1
Scamandra,3
Scambus,1
Scantius,219
Scapanea,2
Scaphella,1
Scaphetus,1
Scaphidema,5
Scaphidium,10
Scaphinotus,140
Scaphisoma,2
Scaphoideus,17
Scaphomorphus,1
Scaphura,2
Scaphytopius,47
Scapteriscus,53
Scaptesyle,12
Scaptia,15
Scaptodrosophila,3
Scaptolenus,2
Scaptomyza,24
Scaptotrigona,29
Scarabaeus,33
Scaraphites,2
Scardamia,6
Scardia,7
Scardiella,15
Scarites,93
Scatella,10
Scathophaga,305
Scatimus,1
Scatophaga,1
Scatopyrodes,1
Scaurus,5
Sceleocantha,2
Scelilasia,2
Sceliodes,17
Sceliphron,872
Scelodonta,1
Scelophysa,2
Sceloporus,1
Scelopristis,2
Scena,3
Scenedra,30
Schausinna,1
Schefflera,1
Schiffermuelleria,1
Schinia,742
Schinus,4
Schistocera,2
Schistocerca,1665
Schistophleps,68
Schistorhynx,8
Schistostege,1
Schizobothrus,1
Schizocephala,4
Schizocerella,11
Schizogenius,4
Schizomyia,28
Schizophilus,1
Schizotus,4
Schizura,652
Schoenobius,1
Schrankia,56
Schreckensteinia,23
Sciadocera,4
Sciaphila,1
Sciaphilus,43
Sciapus,2
Sciara,12
Scieropepla,2
Scincella,1
Sciobia,1
Sciocoris,6
Sciodrepoides,1
Scioglyptis,20
Sciopithes,4
Sciopsyche,2
Sciota,279
Scipinia,1
Sciron,2
Scirpophaga,17
Scirtes,15
Sciurus,1
Sclerocona,11
Sclerodermus,4
Sclerogryllus,1
Scleropogon,6
Scobicia,3
Scobura,1
Scolecocampa,129
Scolia,361
Scoliacma,7
Scoliocheta,2
Scolioneura,1
Scoliopteryx,95
Scolitantides,17
Scolopocerus,1
Scolopocryptops,1
Scolopostethus,12
Scolops,23
Scolopsella,1
Scolopterus,28
Scolypopa,146
Scolytus,15
Scomberesox,15
Scomberomorus,1
Scoparia,608
Scopelodes,3
Scopiastes,1
Scopodes,3
Scopula,1578
Scordalus,4
Scorias,1
Scoriodyta,2
Scotinochroa,1
Scotinophara,6
Scotogramma,1
Scotoleon,13
Scotopteryx,45
Scotorythra,1
Scraptogetus,7
Scriptoplusia,1
Scrobipalpa,8
Scrophularia,1
Scudderia,434
Sculptotheca,2
Scutellaria,1
Scutellera,2
Scutellista,3
Scutigera,1
Scutiphora,7
Scybalistodes,47
Scydmaenilla,3
Scyllarus,1
Scymbalium,3
Scymnus,38
Scyphophorus,28
Scythris,77
Scythrodes,1
Scythropia,2
Secatophus,1
Sechium,2
Securidaca,1
Securigera,1
Sedum,4
Sehirus,108
Seirarctia,28
Seirocastnia,1
Sejanus,6
Selandria,3
Selatosomus,42
Selenarctia,2
Selenia,133
Selenisa,2
Selenochilus,4
Selenopalpus,3
Selenophorus,2
Selepa,5
Selysioneura,1
Selysiothemis,7
Semaeopus,42
Semanga,9
Semanotus,5
Sematura,16
Semiadalia,4
Semioptila,1
Semioscopis,111
Semiothisa,13
Semiothisops,1
Semiotus,8
Semium,2
Semnia,2
Semomesia,3
Semonina,1
Senaspis,1
Senecio,198
Senegalia,5
Senna,11
Senometopia,1
Senopterina,5
Sepedomerus,4
Sepedon,7
Sepedophilus,2
Sephina,10
Sephisa,3
Sepidium,3
Sepsis,24
Sepsisoma,2
Sequoiadendron,1
Serangium,33
Serapias,1
Serbana,1
Sereda,9
Serica,26
Sericaglaea,23
Sericinus,11
Sericochroa,1
Sericoderus,3
Sericomyia,72
Sericophanes,3
Sericoplaga,12
Sericopompilus,2
Sericoptera,46
Sericosema,29
Sericospilus,5
Sericostoma,1
Sericotrupes,2
Sericus,1
Seriolella,2
Sermylassa,5
Sermyle,3
Serratella,6
Serratophyga,13
Serrodes,19
Serropalpus,1
Sesamia,2
Sesaspis,3
Sesbania,2
Sesia,24
Sessinia,4
Sestra,8
Sesuvium,1
Setagrotis,2
Setascutum,11
Sethenira,1
Setina,5
Setiostoma,1
Setisquamalonchaea,1
Setodes,2
Setophaga,1
Setora,6
Sevenia,5
Sextius,1
Sharpides,1
Sharpius,16
Shelfordella,49
Shellenius,3
Sherardia,1
Shirahoshizo,1
Shirakiacris,3
Shivaphis,12
Sia,1
Sialia,1
Sialis,24
Siamusotima,2
Sibine,7
Sibinia,5
Sibovia,47
Sibylla,2
Siccia,1
Sicus,16
Sicya,83
Sida,6
Sideridis,30
Siderone,29
Sidnia,30
Sieboldius,2
Siederia,9
Sierola,3
Siga,9
Sigara,3
Sigaus,68
Sigela,53
Sigilliclystis,24
Siglophora,6
Sigmoleia,1
Sigmuncus,3
Signeta,1
Signiphora,1
Silene,9
Silis,7
Silo,1
Silpha,32
Silphotelus,3
Silvanolomus,1
Silvanoprus,4
Silvanus,4
Silveira,1
Silvius,7
Silybum,8
Simena,17
Simiskina,1
Simosyrphus,18
Simplicia,73
Simplocaria,1
Simulium,46
Simyra,164
Sinarella,7
Sinea,78
Singara,15
Singhiella,9
Siniasinensis,1
Sinictinogomphus,2
Sinna,3
Sinodendron,30
Sinoe,23
Sinomantis,3
Sinophora,3
Sinosticta,2
Sinoxylon,1
Sinpunctiptilia,14
Sinthusa,5
Sintor,1
Siona,44
Sipalinus,10
Sipha,3
Siphanta,232
Siphlonurus,3
Siphloplecton,3
Siphona,1
Siphoninus,7
Siphonoperla,1
Siphunculina,4
Siproeta,793
Sipyloidea,9
Sirex,10
Sirinopteryx,1
Sirthenea,13
Sisamnes,1
Siseme,2
Sisenes,1
Sisymbrium,1
Sisyphus,32
Sisyra,3
Sisyracera,3
Sisyrophora,2
Sitaris,1
Sitobion,1
Sitochroa,228
Sitona,76
Sitophilus,17
Sitotroga,1
Sium,1
Slaterobius,1
Slaterocoris,3
Smaragdina,11
Smerinthus,441
Smeryngolaphria,1
Smicridea,22
Smicromyrme,1
Smicronyx,5
Smicropus,29
Smilax,5
Smilia,44
Smodicum,20
Smynthurodes,1
Smyrna,140
Snellenia,1
Snowia,1
Sobara,45
Sobarocephala,5
Sogatella,2
Solanum,35
Solenopsis,623
Solenoptera,2
Solenosthedium,9
Solidago,23
Solva,4
Somaticus,2
Somatidia,2
Somatina,31
Somatochlora,515
